filename,pdf_path,size_bytes,error_message,category,recovery_notes
bp002_Professional_Baking_7th_ed_Gisslen_2016.pdf,D:\Arcanum\Projects\Foodberg\Inputs\cookbook_knowledge_base_2026-04-29\cookbooks_final\bp002_Professional_Baking_7th_ed_Gisslen_2016.pdf,9220096,,STRUCTURAL,Content stream corruption (truncated/broken compressed streams). Re-download from source.
bp004_How_Baking_Works_Figoni_2010.pdf,D:\Arcanum\Projects\Foodberg\Inputs\cookbook_knowledge_base_2026-04-29\cookbooks_final\bp004_How_Baking_Works_Figoni_2010.pdf,3043328,,STRUCTURAL,Content stream corruption (truncated/broken compressed streams). Re-download from source.
bp009_Elements_of_Dessert_Migoya_2012.pdf,D:\Arcanum\Projects\Foodberg\Inputs\cookbook_knowledge_base_2026-04-29\cookbooks_final\bp009_Elements_of_Dessert_Migoya_2012.pdf,39797372,,STRUCTURAL,Content stream corruption (truncated/broken compressed streams). Re-download from source.
ck014_The_French_Laundry_Cookbook_Keller_1999.pdf,D:\Arcanum\Projects\Foodberg\Inputs\cookbook_knowledge_base_2026-04-29\cookbooks_final\ck014_The_French_Laundry_Cookbook_Keller_1999.pdf,2113536,,STRUCTURAL,Content stream corruption (truncated/broken compressed streams). Re-download from source.
ck020_Jerusalem_Ottolenghi_2012.pdf,D:\Arcanum\Projects\Foodberg\Inputs\cookbook_knowledge_base_2026-04-29\cookbooks_final\ck020_Jerusalem_Ottolenghi_2012.pdf,6544820,,STRUCTURAL,Content stream corruption (truncated/broken compressed streams). Re-download from source.
ck034_Ad_Hoc_at_Home_Keller_2009.pdf,D:\Arcanum\Projects\Foodberg\Inputs\cookbook_knowledge_base_2026-04-29\cookbooks_final\ck034_Ad_Hoc_at_Home_Keller_2009.pdf,2293285,,STRUCTURAL,Content stream corruption (truncated/broken compressed streams). Re-download from source.
ck035_Modernist_Cuisine_at_Home_Myhrvold_2012.pdf,D:\Arcanum\Projects\Foodberg\Inputs\cookbook_knowledge_base_2026-04-29\cookbooks_final\ck035_Modernist_Cuisine_at_Home_Myhrvold_2012.pdf,6582432,,STRUCTURAL,Content stream corruption (truncated/broken compressed streams). Re-download from source.
ck054_The_Moosewood_Cookbook_Katzen_1977.pdf,D:\Arcanum\Projects\Foodberg\Inputs\cookbook_knowledge_base_2026-04-29\cookbooks_final\ck054_The_Moosewood_Cookbook_Katzen_1977.pdf,33306501,,STRUCTURAL,Content stream corruption (truncated/broken compressed streams). Re-download from source.
ck065_Charcuterie_The_Craft_of_Salting_Smoking_and_Curing_Ruhlman_2005.pdf,D:\Arcanum\Projects\Foodberg\Inputs\cookbook_knowledge_base_2026-04-29\cookbooks_final\ck065_Charcuterie_The_Craft_of_Salting_Smoking_and_Curing_Ruhlman_2005.pdf,7897088,,STRUCTURAL,Content stream corruption (truncated/broken compressed streams). Re-download from source.
ck077_On_Cooking_A_Textbook_of_Culinary_Fundamentals_Hause_2018.pdf,D:\Arcanum\Projects\Foodberg\Inputs\cookbook_knowledge_base_2026-04-29\cookbooks_final\ck077_On_Cooking_A_Textbook_of_Culinary_Fundamentals_Hause_2018.pdf,44089908,,STRUCTURAL,Content stream corruption (truncated/broken compressed streams). Re-download from source.
fh001_Consider_the_Fork_History_of_How_We_Cook_and_Eat_Wilson_2012.pdf,D:\Arcanum\Projects\Foodberg\Inputs\cookbook_knowledge_base_2026-04-29\cookbooks_final\fh001_Consider_the_Fork_History_of_How_We_Cook_and_Eat_Wilson_2012.pdf,7138234,,STRUCTURAL,Content stream corruption (truncated/broken compressed streams). Re-download from source.
fh004_Cuisine_and_Empire_Laudan_2013.pdf,D:\Arcanum\Projects\Foodberg\Inputs\cookbook_knowledge_base_2026-04-29\cookbooks_final\fh004_Cuisine_and_Empire_Laudan_2013.pdf,8455863,,STRUCTURAL,Content stream corruption (truncated/broken compressed streams). Re-download from source.
fh007_Cod_A_Biography_of_the_Fish_that_Changed_the_World_Kurlansky_1997.pdf,D:\Arcanum\Projects\Foodberg\Inputs\cookbook_knowledge_base_2026-04-29\cookbooks_final\fh007_Cod_A_Biography_of_the_Fish_that_Changed_the_World_Kurlansky_1997.pdf,7839744,,STRUCTURAL,Content stream corruption (truncated/broken compressed streams). Re-download from source.
fs003_Essentials_of_Food_Science_5th_ed_Christian_2020.pdf,D:\Arcanum\Projects\Foodberg\Inputs\cookbook_knowledge_base_2026-04-29\cookbooks_final\fs003_Essentials_of_Food_Science_5th_ed_Christian_2020.pdf,12129292,,STRUCTURAL,Content stream corruption (truncated/broken compressed streams). Re-download from source.
fs006_Food_Microbiology_An_Introduction_3rd_ed_Matthews_2012.pdf,D:\Arcanum\Projects\Foodberg\Inputs\cookbook_knowledge_base_2026-04-29\cookbooks_final\fs006_Food_Microbiology_An_Introduction_3rd_ed_Matthews_2012.pdf,21143552,Failed to open file 'D:\\Arcanum\\Projects\\Foodberg\\Inputs\\cookbook_knowledge_base_2026-04-29\\cookbooks_final\\fs006_Food_Microbiology_An_Introduction_3rd_ed_Matthews_2012.pdf' as type pdf.,DRM_ADEPT,Adobe ADEPT DRM (/Filter/EBX_HANDLER). Requires ADE decryption key from original machine.
fs009_Food_Science_5th_ed_Potter_1995.pdf,D:\Arcanum\Projects\Foodberg\Inputs\cookbook_knowledge_base_2026-04-29\cookbooks_final\fs009_Food_Science_5th_ed_Potter_1995.pdf,6939840,,STRUCTURAL,Content stream corruption (truncated/broken compressed streams). Re-download from source.
fs026_Building_a_Meal_This_2009.pdf,D:\Arcanum\Projects\Foodberg\Inputs\cookbook_knowledge_base_2026-04-29\cookbooks_final\fs026_Building_a_Meal_This_2009.pdf,4954536,,STRUCTURAL,Content stream corruption (truncated/broken compressed streams). Re-download from source.
